-0.046705,-0.054979,-0.055431,-0.055116,-0.056744,-0.046884,-0.054134,-0.049623,-0.044227,-0.052696,-0.050193,-0.050142,-0.055002,-0.048094,-0.048503,-0.056343,-0.055746,-0.055856,-0.056285,-0.054568,-0.053693,-0.056634,-0.056393,-0.056295,-0.058805,-0.041806,-0.055555,-0.056614,-0.047866,-0.0527,-0.050859,-0.046594,-0.060146,-0.054786,-0.052634,-0.050822,-0.045382,-0.050383,-0.062839,-0.049293,-0.050152,-0.053394,-0.051488,-0.053711,-0.046867,-0.051054,-0.060446,-0.055431,-0.052652,-0.053971,-0.052011,-0.053835,-0.049885,-0.04247,-0.060961,-0.052705,-0.055093,-0.059905,-0.049906,-0.056311
-0.04224,-0.049543,-0.04961,-0.049883,-0.05164,-0.04236,-0.048487,-0.044263,-0.039602,-0.047364,-0.045903,-0.044155,-0.049353,-0.042739,-0.04385,-0.05079,-0.050452,-0.050983,-0.051229,-0.049352,-0.04802,-0.050985,-0.051917,-0.050792,-0.053311,-0.037138,-0.049867,-0.050934,-0.043572,-0.047331,-0.045145,-0.041111,-0.054662,-0.049772,-0.046971,-0.04534,-0.040226,-0.044934,-0.056232,-0.043788,-0.044052,-0.04799,-0.04571,-0.04782,-0.04126,-0.045678,-0.054912,-0.049375,-0.046447,-0.048498,-0.046438,-0.048211,-0.044279,-0.036621,-0.056118,-0.047674,-0.049515,-0.053893,-0.044558,-0.051231
-0.038561,-0.045299,-0.046254,-0.045198,-0.047625,-0.038683,-0.045171,-0.041154,-0.035673,-0.043219,-0.042187,-0.040605,-0.045749,-0.038812,-0.040052,-0.046753,-0.046133,-0.047003,-0.047233,-0.045221,-0.044677,-0.047449,-0.048119,-0.047015,-0.049543,-0.03333,-0.045942,-0.047065,-0.039234,-0.043577,-0.041025,-0.036881,-0.051013,-0.045728,-0.043205,-0.040816,-0.036527,-0.041391,-0.053075,-0.039429,-0.04055,-0.044082,-0.041979,-0.043375,-0.036979,-0.041673,-0.051417,-0.04619,-0.043614,-0.044546,-0.042741,-0.043901,-0.040158,-0.03243,-0.052393,-0.04396,-0.045637,-0.049825,-0.040543,-0.047483
-0.034513,-0.041173,-0.041308,-0.041241,-0.043418,-0.035291,-0.041012,-0.037335,-0.030911,-0.039882,-0.037177,-0.036775,-0.040881,-0.034017,-0.035608,-0.042718,-0.042041,-0.042624,-0.043306,-0.040954,-0.041021,-0.042544,-0.042835,-0.041668,-0.045053,-0.028394,-0.042266,-0.042162,-0.033831,-0.040344,-0.036357,-0.031122,-0.046707,-0.041781,-0.039538,-0.036766,-0.032673,-0.036162,-0.048133,-0.034193,-0.036536,-0.04069,-0.037985,-0.03973,-0.031458,-0.036761,-0.046888,-0.042031,-0.040247,-0.039737,-0.037767,-0.039466,-0.034954,-0.026807,-0.048156,-0.039335,-0.040658,-0.045788,-0.035716,-0.044605
-0.030206,-0.036667,-0.037308,-0.036557,-0.03872,-0.030175,-0.035553,-0.032926,-0.026675,-0.035381,-0.033348,-0.032357,-0.036641,-0.030143,-0.031709,-0.038384,-0.037684,-0.038003,-0.038566,-0.036456,-0.036254,-0.037751,-0.03889,-0.037211,-0.040598,-0.024088,-0.037195,-0.037512,-0.029675,-0.035613,-0.032747,-0.026667,-0.042162,-0.037103,-0.034724,-0.031458,-0.028697,-0.032389,-0.044493,-0.029588,-0.032156,-0.036469,-0.034024,-0.035277,-0.02652,-0.033078,-0.042582,-0.037362,-0.035748,-0.035025,-0.033675,-0.034951,-0.031114,-0.021276,-0.043868,-0.035622,-0.036019,-0.039896,-0.031844,-0.039404
-0.02768,-0.034132,-0.034262,-0.034154,-0.036322,-0.027898,-0.034104,-0.030602,-0.023871,-0.032813,-0.031207,-0.029566,-0.034485,-0.02769,-0.029417,-0.036067,-0.03534,-0.035975,-0.036586,-0.034173,-0.034531,-0.035638,-0.037075,-0.035112,-0.038965,-0.02222,-0.034837,-0.035385,-0.026899,-0.033652,-0.031498,-0.023717,-0.040352,-0.034873,-0.032414,-0.029078,-0.026225,-0.030479,-0.041588,-0.026455,-0.03009,-0.033663,-0.030727,-0.03209,-0.023346,-0.030466,-0.040267,-0.035388,-0.033943,-0.032028,-0.031435,-0.032682,-0.02839,-0.018356,-0.041965,-0.033849,-0.033858,-0.037613,-0.029581,-0.037526
-0.026042,-0.033121,-0.034115,-0.033351,-0.035358,-0.026519,-0.031523,-0.028713,-0.022571,-0.031885,-0.030036,-0.028514,-0.032852,-0.026387,-0.027995,-0.034715,-0.034286,-0.034708,-0.035222,-0.033066,-0.032428,-0.034164,-0.035381,-0.03379,-0.036749,-0.020429,-0.031842,-0.03381,-0.02546,-0.031383,-0.031415,-0.021758,-0.038058,-0.032462,-0.02982,-0.027847,-0.024899,-0.028614,-0.040467,-0.025104,-0.028906,-0.031475,-0.029478,-0.031238,-0.021392,-0.029295,-0.038564,-0.033041,-0.031325,-0.030581,-0.030016,-0.031312,-0.027017,-0.016116,-0.04013,-0.032669,-0.032356,-0.035854,-0.027915,-0.034336
-0.02828,-0.03513,-0.035523,-0.035328,-0.037381,-0.029413,-0.034866,-0.032058,-0.02541,-0.034334,-0.031298,-0.029725,-0.035723,-0.028811,-0.030589,-0.037117,-0.03627,-0.036853,-0.037604,-0.035521,-0.035264,-0.03725,-0.03858,-0.036529,-0.040284,-0.02338,-0.036051,-0.036981,-0.028133,-0.034717,-0.034611,-0.024917,-0.041425,-0.035916,-0.03367,-0.029164,-0.026252,-0.031738,-0.043202,-0.028102,-0.031714,-0.03474,-0.031468,-0.033153,-0.024993,-0.031736,-0.041482,-0.036786,-0.035319,-0.032772,-0.032774,-0.033782,-0.029609,-0.01968,-0.04301,-0.035076,-0.035238,-0.039694,-0.030292,-0.037852
-0.03092,-0.037817,-0.03878,-0.038093,-0.040105,-0.032182,-0.0372,-0.034363,-0.02896,-0.037243,-0.034217,-0.033475,-0.038415,-0.031481,-0.032894,-0.040004,-0.039331,-0.039795,-0.040532,-0.038449,-0.038362,-0.040238,-0.041193,-0.039416,-0.04208,-0.026519,-0.038897,-0.03991,-0.031637,-0.0375,-0.037781,-0.029152,-0.044844,-0.038543,-0.036481,-0.034641,-0.031305,-0.034432,-0.046477,-0.031801,-0.034768,-0.037418,-0.036109,-0.037076,-0.029309,-0.034843,-0.045056,-0.03945,-0.037886,-0.036772,-0.035619,-0.03705,-0.032937,-0.024589,-0.046227,-0.037459,-0.03824,-0.043639,-0.03359,-0.041023
-0.034012,-0.04024,-0.04058,-0.040302,-0.042422,-0.034033,-0.038979,-0.03544,-0.03274,-0.038527,-0.036012,-0.035601,-0.041081,-0.034124,-0.035546,-0.042628,-0.042332,-0.04289,-0.043434,-0.041375,-0.040816,-0.043446,-0.04424,-0.043021,-0.045058,-0.029953,-0.042842,-0.043189,-0.035215,-0.040242,-0.040752,-0.033473,-0.047471,-0.043005,-0.040107,-0.037432,-0.033514,-0.036488,-0.049311,-0.036157,-0.037636,-0.040692,-0.038571,-0.040173,-0.03392,-0.038419,-0.047595,-0.042702,-0.040906,-0.040725,-0.03934,-0.040557,-0.036862,-0.029472,-0.048838,-0.040534,-0.042084,-0.046829,-0.037184,-0.044488
